date,item_name,unit,opening_stock,consumed,received,closing_stock,unit_cost,daily_cost,below_reorder
2025-07-30,NPK Fertilizer 15-15-15,kg,73.3,2.91,0,70.4,45,131.0,False
2025-07-31,NPK Fertilizer 15-15-15,kg,70.4,2.18,0,68.2,45,98.0,False
2025-08-01,NPK Fertilizer 15-15-15,kg,68.2,3.19,0,65.0,45,143.0,False
2025-08-02,NPK Fertilizer 15-15-15,kg,65.0,3.77,0,61.2,45,170.0,False
2025-08-03,NPK Fertilizer 15-15-15,kg,61.2,0.0,0,61.2,45,0.0,False
2025-08-04,NPK Fertilizer 15-15-15,kg,61.2,3.15,0,58.1,45,142.0,False
2025-08-05,NPK Fertilizer 15-15-15,kg,58.1,3.78,0,54.3,45,170.0,False
2025-08-06,NPK Fertilizer 15-15-15,kg,54.3,3.15,0,51.2,45,142.0,False
2025-08-07,NPK Fertilizer 15-15-15,kg,51.2,2.94,0,48.2,45,132.0,False
2025-08-08,NPK Fertilizer 15-15-15,kg,48.2,3.62,0,44.6,45,163.0,False
2025-08-09,NPK Fertilizer 15-15-15,kg,44.6,3.02,0,41.6,45,136.0,False
2025-08-10,NPK Fertilizer 15-15-15,kg,41.6,0.0,0,41.6,45,0.0,False
2025-08-11,NPK Fertilizer 15-15-15,kg,41.6,1.55,0,40.0,45,70.0,False
2025-08-12,NPK Fertilizer 15-15-15,kg,40.0,4.27,0,35.8,45,192.0,False
2025-08-13,NPK Fertilizer 15-15-15,kg,35.8,4.47,0,31.3,45,201.0,False
2025-08-14,NPK Fertilizer 15-15-15,kg,31.3,3.5,0,27.8,45,157.0,False
2025-08-15,NPK Fertilizer 15-15-15,kg,27.8,2.69,0,25.1,45,121.0,False
2025-08-16,NPK Fertilizer 15-15-15,kg,25.1,1.82,0,23.3,45,82.0,False
2025-08-17,NPK Fertilizer 15-15-15,kg,23.3,0.0,0,23.3,45,0.0,False
2025-08-18,NPK Fertilizer 15-15-15,kg,23.3,3.23,0,20.1,45,145.0,False
2025-08-19,NPK Fertilizer 15-15-15,kg,20.1,3.58,0,16.5,45,161.0,True
2025-08-20,NPK Fertilizer 15-15-15,kg,16.5,4.05,100,112.4,45,182.0,False
2025-08-21,NPK Fertilizer 15-15-15,kg,112.4,2.42,0,110.0,45,109.0,False
2025-08-22,NPK Fertilizer 15-15-15,kg,110.0,3.25,0,106.8,45,146.0,False
2025-08-23,NPK Fertilizer 15-15-15,kg,106.8,3.37,0,103.4,45,152.0,False
2025-08-24,NPK Fertilizer 15-15-15,kg,103.4,0.0,0,103.4,45,0.0,False
2025-08-25,NPK Fertilizer 15-15-15,kg,103.4,2.62,0,100.8,45,118.0,False
2025-08-26,NPK Fertilizer 15-15-15,kg,100.8,4.37,0,96.4,45,196.0,False
2025-08-27,NPK Fertilizer 15-15-15,kg,96.4,4.29,0,92.1,45,193.0,False
2025-08-28,NPK Fertilizer 15-15-15,kg,92.1,3.28,0,88.8,45,147.0,False
2025-08-29,NPK Fertilizer 15-15-15,kg,88.8,2.41,0,86.4,45,108.0,False
2025-08-30,NPK Fertilizer 15-15-15,kg,86.4,1.63,0,84.8,45,73.0,False
2025-08-31,NPK Fertilizer 15-15-15,kg,84.8,0.0,0,84.8,45,0.0,False
2025-09-01,NPK Fertilizer 15-15-15,kg,84.8,3.98,0,80.8,45,179.0,False
2025-09-02,NPK Fertilizer 15-15-15,kg,80.8,3.67,0,77.2,45,165.0,False
2025-09-03,NPK Fertilizer 15-15-15,kg,77.2,3.69,0,73.5,45,166.0,False
2025-09-04,NPK Fertilizer 15-15-15,kg,73.5,4.38,0,69.1,45,197.0,False
2025-09-05,NPK Fertilizer 15-15-15,kg,69.1,4.34,0,64.7,45,195.0,False
2025-09-06,NPK Fertilizer 15-15-15,kg,64.7,2.51,0,62.2,45,113.0,False
2025-09-07,NPK Fertilizer 15-15-15,kg,62.2,0.0,0,62.2,45,0.0,False
2025-09-08,NPK Fertilizer 15-15-15,kg,62.2,2.41,0,59.8,45,108.0,False
2025-09-09,NPK Fertilizer 15-15-15,kg,59.8,3.6,0,56.2,45,162.0,False
2025-09-10,NPK Fertilizer 15-15-15,kg,56.2,4.18,0,52.1,45,188.0,False
2025-09-11,NPK Fertilizer 15-15-15,kg,52.1,2.23,0,49.8,45,100.0,False
2025-09-12,NPK Fertilizer 15-15-15,kg,49.8,3.2,0,46.6,45,144.0,False
2025-09-13,NPK Fertilizer 15-15-15,kg,46.6,1.58,0,45.0,45,71.0,False
2025-09-14,NPK Fertilizer 15-15-15,kg,45.0,0.0,0,45.0,45,0.0,False
2025-09-15,NPK Fertilizer 15-15-15,kg,45.0,3.15,0,41.9,45,142.0,False
2025-09-16,NPK Fertilizer 15-15-15,kg,41.9,4.21,0,37.7,45,190.0,False
2025-09-17,NPK Fertilizer 15-15-15,kg,37.7,2.34,0,35.3,45,106.0,False
2025-09-18,NPK Fertilizer 15-15-15,kg,35.3,3.32,0,32.0,45,149.0,False
2025-09-19,NPK Fertilizer 15-15-15,kg,32.0,2.8,0,29.2,45,126.0,False
2025-09-20,NPK Fertilizer 15-15-15,kg,29.2,4.34,0,24.9,45,195.0,False
2025-09-21,NPK Fertilizer 15-15-15,kg,24.9,0.0,0,24.9,45,0.0,False
2025-09-22,NPK Fertilizer 15-15-15,kg,24.9,2.09,0,22.8,45,94.0,False
2025-09-23,NPK Fertilizer 15-15-15,kg,22.8,3.21,0,19.6,45,145.0,True
2025-09-24,NPK Fertilizer 15-15-15,kg,19.6,2.83,100,116.7,45,127.0,False
2025-09-25,NPK Fertilizer 15-15-15,kg,116.7,4.15,0,112.6,45,187.0,False
2025-09-26,NPK Fertilizer 15-15-15,kg,112.6,2.03,0,110.6,45,91.0,False
2025-09-27,NPK Fertilizer 15-15-15,kg,110.6,4.19,0,106.4,45,188.0,False
2025-09-28,NPK Fertilizer 15-15-15,kg,106.4,0.0,0,106.4,45,0.0,False
2025-09-29,NPK Fertilizer 15-15-15,kg,106.4,2.17,0,104.2,45,98.0,False
2025-09-30,NPK Fertilizer 15-15-15,kg,104.2,2.55,0,101.7,45,115.0,False
2025-10-01,NPK Fertilizer 15-15-15,kg,101.7,2.7,0,99.0,45,122.0,False
2025-10-02,NPK Fertilizer 15-15-15,kg,99.0,4.46,0,94.5,45,201.0,False
2025-10-03,NPK Fertilizer 15-15-15,kg,94.5,1.8,0,92.7,45,81.0,False
2025-10-04,NPK Fertilizer 15-15-15,kg,92.7,3.73,0,89.0,45,168.0,False
2025-10-05,NPK Fertilizer 15-15-15,kg,89.0,0.0,0,89.0,45,0.0,False
2025-10-06,NPK Fertilizer 15-15-15,kg,89.0,4.4,0,84.6,45,198.0,False
2025-10-07,NPK Fertilizer 15-15-15,kg,84.6,4.06,0,80.5,45,183.0,False
2025-10-08,NPK Fertilizer 15-15-15,kg,80.5,3.4,0,77.1,45,153.0,False
2025-10-09,NPK Fertilizer 15-15-15,kg,77.1,2.99,0,74.1,45,135.0,False
2025-10-10,NPK Fertilizer 15-15-15,kg,74.1,1.78,0,72.3,45,80.0,False
2025-10-11,NPK Fertilizer 15-15-15,kg,72.3,1.89,0,70.4,45,85.0,False
2025-10-12,NPK Fertilizer 15-15-15,kg,70.4,0.0,0,70.4,45,0.0,False
2025-10-13,NPK Fertilizer 15-15-15,kg,70.4,1.53,0,68.9,45,69.0,False
2025-10-14,NPK Fertilizer 15-15-15,kg,68.9,1.68,0,67.2,45,76.0,False
2025-10-15,NPK Fertilizer 15-15-15,kg,67.2,3.62,0,63.6,45,163.0,False
2025-10-16,NPK Fertilizer 15-15-15,kg,63.6,3.36,0,60.3,45,151.0,False
2025-10-17,NPK Fertilizer 15-15-15,kg,60.3,4.33,0,55.9,45,195.0,False
2025-10-18,NPK Fertilizer 15-15-15,kg,55.9,4.29,0,51.6,45,193.0,False
2025-10-19,NPK Fertilizer 15-15-15,kg,51.6,0.0,0,51.6,45,0.0,False
2025-10-20,NPK Fertilizer 15-15-15,kg,51.6,2.56,0,49.1,45,115.0,False
2025-10-21,NPK Fertilizer 15-15-15,kg,49.1,2.56,0,46.5,45,115.0,False
2025-10-22,NPK Fertilizer 15-15-15,kg,46.5,2.41,0,44.1,45,108.0,False
2025-10-23,NPK Fertilizer 15-15-15,kg,44.1,3.28,0,40.8,45,148.0,False
2025-10-24,NPK Fertilizer 15-15-15,kg,40.8,2.48,0,38.4,45,112.0,False
2025-10-25,NPK Fertilizer 15-15-15,kg,38.4,2.02,0,36.3,45,91.0,False
2025-10-26,NPK Fertilizer 15-15-15,kg,36.3,0.0,0,36.3,45,0.0,False
2025-10-27,NPK Fertilizer 15-15-15,kg,36.3,1.78,0,34.6,45,80.0,False
2025-10-28,NPK Fertilizer 15-15-15,kg,34.6,4.29,0,30.3,45,193.0,False
2025-10-29,NPK Fertilizer 15-15-15,kg,30.3,1.7,0,28.6,45,76.0,False
2025-10-30,NPK Fertilizer 15-15-15,kg,28.6,3.91,0,24.7,45,176.0,False
2025-10-31,NPK Fertilizer 15-15-15,kg,24.7,2.23,0,22.4,45,101.0,False
2025-11-01,NPK Fertilizer 15-15-15,kg,22.4,3.57,0,18.9,45,161.0,True
2025-11-02,NPK Fertilizer 15-15-15,kg,18.9,0.0,0,18.9,45,0.0,True
2025-11-03,NPK Fertilizer 15-15-15,kg,18.9,2.18,0,16.7,45,98.0,True
2025-11-04,NPK Fertilizer 15-15-15,kg,16.7,3.54,0,13.1,45,159.0,True
2025-11-05,NPK Fertilizer 15-15-15,kg,13.1,1.69,100,111.5,45,76.0,False
2025-11-06,NPK Fertilizer 15-15-15,kg,111.5,1.62,0,109.8,45,73.0,False
2025-11-07,NPK Fertilizer 15-15-15,kg,109.8,2.22,0,107.6,45,100.0,False
2025-11-08,NPK Fertilizer 15-15-15,kg,107.6,2.77,0,104.8,45,125.0,False
2025-11-09,NPK Fertilizer 15-15-15,kg,104.8,0.0,0,104.8,45,0.0,False
2025-11-10,NPK Fertilizer 15-15-15,kg,104.8,4.28,0,100.6,45,193.0,False
2025-11-11,NPK Fertilizer 15-15-15,kg,100.6,2.79,0,97.8,45,126.0,False
2025-11-12,NPK Fertilizer 15-15-15,kg,97.8,3.68,0,94.1,45,166.0,False
2025-11-13,NPK Fertilizer 15-15-15,kg,94.1,3.64,0,90.4,45,164.0,False
2025-11-14,NPK Fertilizer 15-15-15,kg,90.4,3.62,0,86.8,45,163.0,False
2025-11-15,NPK Fertilizer 15-15-15,kg,86.8,1.56,0,85.3,45,70.0,False
2025-11-16,NPK Fertilizer 15-15-15,kg,85.3,0.0,0,85.3,45,0.0,False
2025-11-17,NPK Fertilizer 15-15-15,kg,85.3,2.13,0,83.1,45,96.0,False
2025-11-18,NPK Fertilizer 15-15-15,kg,83.1,1.92,0,81.2,45,87.0,False
2025-11-19,NPK Fertilizer 15-15-15,kg,81.2,4.25,0,76.9,45,191.0,False
2025-11-20,NPK Fertilizer 15-15-15,kg,76.9,4.09,0,72.9,45,184.0,False
2025-11-21,NPK Fertilizer 15-15-15,kg,72.9,3.81,0,69.1,45,171.0,False
2025-11-22,NPK Fertilizer 15-15-15,kg,69.1,1.73,0,67.3,45,78.0,False
2025-11-23,NPK Fertilizer 15-15-15,kg,67.3,0.0,0,67.3,45,0.0,False
2025-11-24,NPK Fertilizer 15-15-15,kg,67.3,4.39,0,62.9,45,198.0,False
2025-11-25,NPK Fertilizer 15-15-15,kg,62.9,1.68,0,61.2,45,76.0,False
2025-11-26,NPK Fertilizer 15-15-15,kg,61.2,4.04,0,57.2,45,182.0,False
2025-11-27,NPK Fertilizer 15-15-15,kg,57.2,4.17,0,53.0,45,188.0,False
2025-11-28,NPK Fertilizer 15-15-15,kg,53.0,3.52,0,49.5,45,158.0,False
2025-11-29,NPK Fertilizer 15-15-15,kg,49.5,3.67,0,45.8,45,165.0,False
2025-11-30,NPK Fertilizer 15-15-15,kg,45.8,0.0,0,45.8,45,0.0,False
2025-12-01,NPK Fertilizer 15-15-15,kg,45.8,4.45,0,41.4,45,200.0,False
2025-12-02,NPK Fertilizer 15-15-15,kg,41.4,3.72,0,37.7,45,167.0,False
2025-12-03,NPK Fertilizer 15-15-15,kg,37.7,1.94,0,35.7,45,87.0,False
2025-12-04,NPK Fertilizer 15-15-15,kg,35.7,2.87,0,32.9,45,129.0,False
2025-12-05,NPK Fertilizer 15-15-15,kg,32.9,3.71,0,29.1,45,167.0,False
2025-12-06,NPK Fertilizer 15-15-15,kg,29.1,3.78,0,25.4,45,170.0,False
2025-12-07,NPK Fertilizer 15-15-15,kg,25.4,0.0,0,25.4,45,0.0,False
2025-12-08,NPK Fertilizer 15-15-15,kg,25.4,2.33,0,23.0,45,105.0,False
2025-12-09,NPK Fertilizer 15-15-15,kg,23.0,2.13,0,20.9,45,96.0,False
2025-12-10,NPK Fertilizer 15-15-15,kg,20.9,4.49,0,16.4,45,202.0,True
2025-12-11,NPK Fertilizer 15-15-15,kg,16.4,2.91,0,13.5,45,131.0,True
2025-12-12,NPK Fertilizer 15-15-15,kg,13.5,3.13,0,10.4,45,141.0,True
2025-12-13,NPK Fertilizer 15-15-15,kg,10.4,2.94,0,7.4,45,132.0,True
2025-12-14,NPK Fertilizer 15-15-15,kg,7.4,0.0,0,7.4,45,0.0,True
2025-12-15,NPK Fertilizer 15-15-15,kg,7.4,3.82,0,3.6,45,172.0,True
2025-12-16,NPK Fertilizer 15-15-15,kg,3.6,3.03,0,0.6,45,136.0,True
2025-12-17,NPK Fertilizer 15-15-15,kg,0.6,2.81,0,0.0,45,127.0,True
2025-12-18,NPK Fertilizer 15-15-15,kg,0.0,1.6,0,0.0,45,72.0,True
2025-12-19,NPK Fertilizer 15-15-15,kg,0.0,3.83,0,0.0,45,172.0,True
2025-12-20,NPK Fertilizer 15-15-15,kg,0.0,4.08,100,95.9,45,184.0,False
2025-12-21,NPK Fertilizer 15-15-15,kg,95.9,0.0,0,95.9,45,0.0,False
2025-12-22,NPK Fertilizer 15-15-15,kg,95.9,2.26,0,93.7,45,102.0,False
2025-12-23,NPK Fertilizer 15-15-15,kg,93.7,1.93,0,91.7,45,87.0,False
2025-12-24,NPK Fertilizer 15-15-15,kg,91.7,3.73,0,88.0,45,168.0,False
2025-12-25,NPK Fertilizer 15-15-15,kg,88.0,3.27,0,84.7,45,147.0,False
2025-12-26,NPK Fertilizer 15-15-15,kg,84.7,3.51,0,81.2,45,158.0,False
2025-12-27,NPK Fertilizer 15-15-15,kg,81.2,4.4,0,76.8,45,198.0,False
2025-12-28,NPK Fertilizer 15-15-15,kg,76.8,0.0,0,76.8,45,0.0,False
2025-12-29,NPK Fertilizer 15-15-15,kg,76.8,1.51,0,75.3,45,68.0,False
2025-12-30,NPK Fertilizer 15-15-15,kg,75.3,1.99,0,73.3,45,90.0,False
2025-12-31,NPK Fertilizer 15-15-15,kg,73.3,3.93,0,69.4,45,177.0,False
2026-01-01,NPK Fertilizer 15-15-15,kg,69.4,3.81,0,65.6,45,172.0,False
2026-01-02,NPK Fertilizer 15-15-15,kg,65.6,3.22,0,62.3,45,145.0,False
2026-01-03,NPK Fertilizer 15-15-15,kg,62.3,4.15,0,58.2,45,187.0,False
2026-01-04,NPK Fertilizer 15-15-15,kg,58.2,0.0,0,58.2,45,0.0,False
2026-01-05,NPK Fertilizer 15-15-15,kg,58.2,1.71,0,56.5,45,77.0,False
2026-01-06,NPK Fertilizer 15-15-15,kg,56.5,1.57,0,54.9,45,70.0,False
2026-01-07,NPK Fertilizer 15-15-15,kg,54.9,1.84,0,53.1,45,83.0,False
2026-01-08,NPK Fertilizer 15-15-15,kg,53.1,3.1,0,50.0,45,140.0,False
2026-01-09,NPK Fertilizer 15-15-15,kg,50.0,3.13,0,46.9,45,141.0,False
2026-01-10,NPK Fertilizer 15-15-15,kg,46.9,2.53,0,44.3,45,114.0,False
2026-01-11,NPK Fertilizer 15-15-15,kg,44.3,0.0,0,44.3,45,0.0,False
2026-01-12,NPK Fertilizer 15-15-15,kg,44.3,4.14,0,40.2,45,186.0,False
2026-01-13,NPK Fertilizer 15-15-15,kg,40.2,2.69,0,37.5,45,121.0,False
2026-01-14,NPK Fertilizer 15-15-15,kg,37.5,1.75,0,35.7,45,79.0,False
2026-01-15,NPK Fertilizer 15-15-15,kg,35.7,4.01,0,31.7,45,180.0,False
2026-01-16,NPK Fertilizer 15-15-15,kg,31.7,3.5,0,28.2,45,158.0,False
2026-01-17,NPK Fertilizer 15-15-15,kg,28.2,4.4,0,23.8,45,198.0,False
2026-01-18,NPK Fertilizer 15-15-15,kg,23.8,0.0,0,23.8,45,0.0,False
2026-01-19,NPK Fertilizer 15-15-15,kg,23.8,3.33,0,20.5,45,150.0,False
2026-01-20,NPK Fertilizer 15-15-15,kg,20.5,2.16,0,18.3,45,97.0,True
2026-01-21,NPK Fertilizer 15-15-15,kg,18.3,1.91,0,16.4,45,86.0,True
2026-01-22,NPK Fertilizer 15-15-15,kg,16.4,2.1,100,114.3,45,94.0,False
2026-01-23,NPK Fertilizer 15-15-15,kg,114.3,3.25,0,111.1,45,146.0,False
